                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.89373,                 0.8515,                 1.1763,                 0.9291,                0.90239,                0.95789,                0.66742,                 1.1139,                0.54638,                 1.3128,               0.005215,               0.005215,               0.005215
                     31,                0.88143,                 0.8249,                 1.1662,                0.92038,                 0.9077,                0.95599,                0.66591,                 1.1188,                0.54295,                  1.312,                0.00505,                0.00505,                0.00505
                     32,                0.87559,                 0.8189,                 1.1656,                0.94758,                0.89174,                0.95851,                 0.6682,                 1.1124,                 0.5445,                 1.3118,               0.004885,               0.004885,               0.004885
                     33,                 0.8735,                0.81552,                  1.165,                0.93823,                0.90313,                0.95912,                0.66815,                 1.1139,                0.54152,                 1.3178,                0.00472,                0.00472,                0.00472
                     34,                 0.8713,                0.80799,                 1.1613,                0.93739,                0.90623,                0.95937,                0.66964,                 1.1053,                0.53309,                 1.3069,               0.004555,               0.004555,               0.004555
                     35,                0.86804,                0.80441,                 1.1593,                0.94427,                0.90915,                0.96053,                 0.6702,                 1.1083,                0.52795,                 1.3074,                0.00439,                0.00439,                0.00439
                     36,                0.86379,                0.79429,                 1.1559,                0.94468,                0.91048,                0.96168,                0.67175,                 1.1038,                0.52726,                 1.3022,               0.004225,               0.004225,               0.004225
                     37,                0.86101,                0.78857,                 1.1549,                0.93762,                0.91732,                0.96211,                0.67493,                 1.1022,                0.52111,                 1.2995,                0.00406,                0.00406,                0.00406
                     38,                0.85431,                0.78199,                  1.152,                0.93435,                0.92521,                 0.9634,                0.67736,                 1.0981,                0.51681,                 1.2939,               0.003895,               0.003895,               0.003895
                     39,                0.85429,                0.77804,                 1.1493,                0.93853,                0.92443,                0.96534,                0.67839,                 1.0963,                0.51322,                 1.2918,                0.00373,                0.00373,                0.00373
                     40,                0.85029,                0.77333,                 1.1488,                0.93738,                 0.9248,                0.96511,                0.68052,                 1.0913,                0.51132,                 1.2871,               0.003565,               0.003565,               0.003565
                     41,                0.84505,                0.76498,                 1.1473,                0.94618,                0.91819,                0.96669,                0.68231,                 1.0869,                 0.5115,                 1.2858,                 0.0034,                 0.0034,                 0.0034
                     42,                0.84782,                0.76817,                 1.1454,                0.94195,                0.92386,                0.96687,                0.68297,                 1.0817,                 0.5088,                 1.2825,               0.003235,               0.003235,               0.003235
                     43,                0.84372,                0.76274,                 1.1447,                 0.9399,                0.92585,                0.96669,                 0.6846,                 1.0779,                0.50739,                 1.2781,                0.00307,                0.00307,                0.00307
                     44,                0.84199,                0.75674,                 1.1432,                0.94282,                0.92084,                0.96668,                0.68642,                 1.0739,                0.50415,                 1.2763,               0.002905,               0.002905,               0.002905
                     45,                 0.8362,                0.75114,                 1.1402,                0.94943,                0.91431,                0.96651,                0.68689,                 1.0732,                0.50189,                 1.2766,                0.00274,                0.00274,                0.00274
                     46,                0.83294,                0.74713,                 1.1363,                0.94943,                0.91774,                0.96696,                0.68816,                 1.0716,                0.50083,                 1.2756,               0.002575,               0.002575,               0.002575
                     47,                0.83007,                0.73778,                  1.134,                0.94691,                0.92026,                0.96726,                0.68954,                 1.0718,                0.50005,                 1.2765,                0.00241,                0.00241,                0.00241
                     48,                0.82543,                0.73699,                 1.1351,                0.94767,                0.92229,                0.96776,                 0.6897,                 1.0708,                0.49896,                 1.2761,               0.002245,               0.002245,               0.002245
                     49,                0.82651,                0.73897,                  1.135,                0.94909,                0.92225,                  0.968,                  0.691,                 1.0691,                0.49837,                 1.2751,                0.00208,                0.00208,                0.00208
                     50,                0.82752,                0.74018,                 1.1342,                0.94909,                0.92089,                0.96753,                0.69095,                 1.0669,                0.49778,                 1.2723,               0.001915,               0.001915,               0.001915
                     51,                0.83971,                0.62228,                 1.1416,                0.94881,                0.92124,                 0.9676,                0.68979,                 1.0664,                0.49699,                 1.2714,                0.00175,                0.00175,                0.00175
                     52,                 0.8288,                0.60351,                  1.133,                0.94808,                  0.923,                0.96784,                0.68931,                 1.0647,                0.49592,                 1.2695,               0.001585,               0.001585,               0.001585
                     53,                0.82615,                0.59984,                 1.1328,                0.94797,                0.92294,                0.96779,                0.69014,                 1.0633,                0.49576,                 1.2679,                0.00142,                0.00142,                0.00142
                     54,                0.81786,                0.58983,                 1.1299,                0.94738,                0.92273,                 0.9679,                0.69065,                 1.0623,                0.49522,                 1.2672,               0.001255,               0.001255,               0.001255
                     55,                0.81188,                0.58407,                 1.1241,                0.94888,                0.91952,                  0.968,                0.69167,                 1.0595,                 0.4941,                 1.2654,                0.00109,                0.00109,                0.00109
                     56,                0.80812,                0.57771,                 1.1204,                0.95182,                0.91676,                0.96839,                0.69183,                 1.0571,                0.49321,                 1.2637,               0.000925,               0.000925,               0.000925
                     57,                0.80075,                0.57057,                 1.1188,                0.94732,                0.92196,                0.96847,                0.69385,                 1.0554,                0.49176,                 1.2626,                0.00076,                0.00076,                0.00076
                     58,                0.79767,                0.56628,                 1.1168,                0.94779,                0.92181,                0.96852,                 0.6936,                 1.0534,                0.49108,                 1.2613,               0.000595,               0.000595,               0.000595
                     59,                0.79044,                0.55862,                 1.1123,                0.95301,                0.91874,                 0.9684,                0.69446,                 1.0512,                0.49067,                   1.26,                0.00043,                0.00043,                0.00043
                     60,                0.78762,                0.55519,                 1.1126,                0.95315,                 0.9186,                0.96869,                0.69492,                 1.0495,                0.48978,                  1.259,               0.000265,               0.000265,               0.000265
