                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.4218,                 1.1263,                 1.2297,                0.93998,                0.90916,                0.96707,                0.57503,                 1.3642,                 1.0956,                 1.3264,              0.0014077,              0.0014077,              0.0014077
                     13,                 1.3701,                 1.0192,                 1.1824,                0.89209,                0.90771,                0.93214,                0.57701,                 1.2843,                0.97529,                 1.2451,              0.0013841,              0.0013841,              0.0013841
                     14,                 1.4021,                 1.0056,                   1.19,                0.94077,                0.90981,                0.95194,                0.56516,                 1.3099,                 0.9943,                  1.233,              0.0013605,              0.0013605,              0.0013605
                     15,                 1.3619,                0.96664,                  1.196,                0.89738,                0.85884,                0.88711,                 0.5387,                 1.3665,                 1.0098,                 1.2938,              0.0013369,              0.0013369,              0.0013369
                     16,                 1.4149,                0.95922,                 1.1779,                0.89881,                0.92214,                0.95391,                0.54932,                 1.4468,                0.89383,                 1.3097,              0.0013134,              0.0013134,              0.0013134
                     17,                  1.415,                0.92191,                 1.1608,                0.88447,                 0.9097,                0.90393,                0.53883,                 1.3379,                0.90419,                 1.2562,              0.0012898,              0.0012898,              0.0012898
                     18,                 1.3935,                0.93513,                 1.1922,                0.93113,                0.91955,                0.92857,                0.57649,                 1.3384,                0.90141,                 1.2547,              0.0012662,              0.0012662,              0.0012662
                     19,                 1.3961,                0.88578,                 1.1573,                0.92493,                  0.923,                0.94363,                0.53037,                 1.3855,                0.90932,                 1.2834,              0.0012426,              0.0012426,              0.0012426
                     20,                 1.3644,                0.89589,                 1.1679,                0.94275,                0.93609,                0.96056,                0.58283,                 1.3602,                0.83896,                 1.2539,              0.0012191,              0.0012191,              0.0012191
                     21,                 1.3855,                0.87801,                 1.1688,                0.93351,                0.93854,                0.96554,                 0.6069,                 1.2778,                0.80584,                 1.2223,              0.0011955,              0.0011955,              0.0011955
                     22,                 1.3934,                 0.8973,                  1.179,                 0.9191,                0.91581,                 0.9607,                0.58224,                 1.3254,                0.80062,                 1.2549,              0.0011719,              0.0011719,              0.0011719
                     23,                 1.3525,                0.88012,                 1.1512,                0.92557,                0.93855,                0.94787,                0.57342,                 1.3376,                0.80367,                 1.2532,              0.0011483,              0.0011483,              0.0011483
                     24,                 1.3187,                0.81876,                 1.1327,                0.91047,                0.94081,                 0.9478,                0.56563,                 1.3269,                0.82095,                 1.2211,              0.0011247,              0.0011247,              0.0011247
                     25,                 1.2805,                0.81777,                 1.1381,                0.93973,                0.95146,                0.95982,                0.59138,                 1.2902,                0.75828,                 1.2111,              0.0011012,              0.0011012,              0.0011012
                     26,                 1.3311,                 0.8344,                 1.1445,                0.94443,                 0.9606,                0.97634,                0.61585,                 1.2397,                 0.7056,                 1.1886,              0.0010776,              0.0010776,              0.0010776
                     27,                 1.3158,                0.79913,                 1.1293,                0.94684,                0.94955,                0.95796,                0.58295,                 1.2611,                0.73235,                 1.2072,               0.001054,               0.001054,               0.001054
                     28,                 1.2885,                0.80037,                  1.136,                0.95396,                0.92207,                0.95995,                0.59322,                 1.3094,                0.71937,                  1.236,              0.0010304,              0.0010304,              0.0010304
                     29,                 1.3174,                0.79041,                  1.154,                0.94766,                0.94027,                0.96223,                0.60001,                 1.2869,                0.75047,                 1.2205,              0.0010069,              0.0010069,              0.0010069
                     30,                 1.3135,                0.79936,                  1.123,                0.94634,                0.93686,                0.96873,                0.61342,                 1.2805,                0.72624,                 1.2625,             0.00098329,             0.00098329,             0.00098329
